meantemp_sum,humidity_sum,wind_speed_sum,meanpressure_sum,Season_Autumn_first,Season_Spring_first,Season_Summer_first,Season_Winter_first
0.28125,0.8275862068965518,0.047619047619047616,0.00807081489195522,0,0,0,1
0.375,0.735632183908046,0.047619047619047616,0.13290809684977872,0,0,0,1
0.34375,0.7816091954022988,0.09523809523809523,0.13290809684977872,0,0,0,1
0.375,0.6551724137931034,0.09523809523809523,0.13251757354855506,0,0,0,1
0.375,0.7011494252873562,0.07142857142857142,0.13238739911481387,0,0,0,1
0.40625,0.7586206896551724,0.19047619047619047,0.1319968758135902,0,0,0,1
0.25,0.9425287356321839,0.23809523809523808,0.1319968758135902,0,0,0,1
0.28125,0.8045977011494252,0.023809523809523808,0.13251757354855506,0,0,0,1
0.25,0.7701149425287357,0.14285714285714285,0.13251757354855506,0,0,0,1
0.1875,0.6666666666666667,0.21428571428571427,0.13264774798229628,0,0,0,1
0.15625,0.6781609195402298,0.21428571428571427,0.13264774798229628,0,0,0,1
0.15625,0.7011494252873562,0.14285714285714285,0.13264774798229628,0,0,0,1
0.21875,0.6206896551724137,0.14285714285714285,0.1327779224160375,0,0,0,1
0.21875,0.7011494252873562,0.11904761904761904,0.13290809684977872,0,0,0,1
0.3125,0.6781609195402298,0.07142857142857142,0.13290809684977872,0,0,0,1
0.25,0.7471264367816093,0.23809523809523808,0.1327779224160375,0,0,0,1
0.15625,0.8160919540229885,0.19047619047619047,0.13290809684977872,0,0,0,1
0.21875,0.7471264367816093,0.14285714285714285,0.13329862015100236,0,0,0,1
0.25,0.7126436781609196,0.23809523809523808,0.13342879458474358,0,0,0,1
0.28125,0.6091954022988506,0.26190476190476186,0.13329862015100236,0,0,0,1
0.28125,0.6551724137931034,0.30952380952380953,0.13316844571726114,0,0,0,1
0.375,0.7241379310344829,0.11904761904761904,0.13329862015100236,0,0,0,1
0.375,0.7241379310344829,0.14285714285714285,0.13303827128351992,0,0,0,1
0.375,0.632183908045977,0.07142857142857142,0.13290809684977872,0,0,0,1
0.46875,0.6436781609195403,0.19047619047619047,0.13290809684977872,0,0,0,1
0.3125,0.896551724137931,0.19047619047619047,0.1327779224160375,0,0,0,1
0.3125,0.735632183908046,0.3333333333333333,0.13290809684977872,0,0,0,1
0.25,0.7931034482758621,0.21428571428571427,0.13303827128351992,0,0,0,1
0.28125,0.7816091954022988,0.23809523809523808,0.1327779224160375,0,0,0,1
0.3125,0.735632183908046,0.09523809523809523,0.13251757354855506,0,0,0,1
0.3125,0.7241379310344829,0.09523809523809523,0.13251757354855506,0,0,0,1
0.28125,0.7471264367816093,0.11904761904761904,0.1327779224160375,0,0,0,1
0.34375,0.6091954022988506,0.07142857142857142,0.13290809684977872,0,0,0,1
0.28125,0.7471264367816093,0.023809523809523808,0.1327779224160375,0,0,0,1
0.375,0.735632183908046,0.21428571428571427,0.13238739911481387,0,0,0,1
0.375,0.735632183908046,0.19047619047619047,0.13238739911481387,0,0,0,1
0.3125,0.6436781609195403,0.21428571428571427,0.13264774798229628,0,0,0,1
0.28125,0.5747126436781609,0.16666666666666666,0.13264774798229628,0,0,0,1
0.28125,0.632183908045977,0.09523809523809523,0.13251757354855506,0,0,0,1
0.28125,0.632183908045977,0.16666666666666666,0.13264774798229628,0,0,0,1
0.25,0.6666666666666667,0.21428571428571427,0.13251757354855506,0,0,0,1
0.28125,0.5862068965517242,0.07142857142857142,0.13264774798229628,0,0,0,1
0.3125,0.6551724137931034,0.023809523809523808,0.13303827128351992,0,0,0,1
0.3125,0.6206896551724137,0.14285714285714285,0.13329862015100236,0,0,0,1
0.3125,0.5977011494252873,0.14285714285714285,0.13329862015100236,0,0,0,1
0.34375,0.6206896551724137,0.11904761904761904,0.13316844571726114,0,0,0,1
0.4375,0.4942528735632184,0.23809523809523808,0.1327779224160375,0,0,0,1
0.46875,0.5862068965517242,0.21428571428571427,0.13264774798229628,0,0,0,1
0.46875,0.6551724137931034,0.14285714285714285,0.13264774798229628,0,0,0,1
0.5,0.6091954022988506,0.14285714285714285,0.13225722468107265,0,0,0,1
0.53125,0.5402298850574714,0.14285714285714285,0.13121582921114294,0,0,0,1
0.46875,0.6436781609195403,0.2857142857142857,0.13147617807862536,0,0,0,1
0.40625,0.5057471264367817,0.16666666666666666,0.13212705024733143,0,0,0,1
0.375,0.3333333333333333,0.3333333333333333,0.13251757354855506,0,0,0,1
0.40625,0.3103448275862069,0.38095238095238093,0.13264774798229628,0,0,0,1
0.40625,0.42528735632183906,0.26190476190476186,0.13238739911481387,0,0,0,1
0.375,0.5287356321839081,0.26190476190476186,0.13212705024733143,0,0,0,1
0.40625,0.5172413793103448,0.11904761904761904,0.13238739911481387,0,0,0,1
0.53125,0.43678160919540227,0.07142857142857142,0.13225722468107265,0,0,0,1
0.5625,0.39080459770114945,0.14285714285714285,0.13212705024733143,0,1,0,0
0.53125,0.471264367816092,0.11904761904761904,0.13212705024733143,0,1,0,0
0.4375,0.3333333333333333,0.16666666666666666,0.13186670137984902,0,1,0,0
0.40625,0.3448275862068966,0.19047619047619047,0.13186670137984902,0,1,0,0
0.40625,0.3218390804597701,0.21428571428571427,0.13186670137984902,0,1,0,0
0.4375,0.3333333333333333,0.21428571428571427,0.13186670137984902,0,1,0,0
0.5,0.3218390804597701,0.14285714285714285,0.13147617807862536,0,1,0,0
0.46875,0.44827586206896547,0.23809523809523808,0.13160635251236658,0,1,0,0
0.4375,0.6436781609195403,0.19047619047619047,0.13147617807862536,0,1,0,0
0.40625,0.6206896551724137,0.26190476190476186,0.13134600364488416,0,1,0,0
0.375,0.5402298850574714,0.11904761904761904,0.1317365269461078,0,1,0,0
0.34375,0.4942528735632184,0.16666666666666666,0.13238739911481387,0,1,0,0
0.34375,0.41379310344827586,0.21428571428571427,0.13238739911481387,0,1,0,0
0.375,0.4942528735632184,0.09523809523809523,0.13264774798229628,0,1,0,0
0.40625,0.471264367816092,0.16666666666666666,0.13238739911481387,0,1,0,0
0.5625,0.41379310344827586,0.11904761904761904,0.1319968758135902,0,1,0,0
0.4375,0.5287356321839081,0.26190476190476186,0.13186670137984902,0,1,0,0
0.5625,0.37931034482758624,0.16666666666666666,0.1317365269461078,0,1,0,0
0.5625,0.44827586206896547,0.21428571428571427,0.1319968758135902,0,1,0,0
0.53125,0.471264367816092,0.23809523809523808,0.13212705024733143,0,1,0,0
0.59375,0.41379310344827586,0.21428571428571427,0.1319968758135902,0,1,0,0
0.65625,0.36781609195402304,0.23809523809523808,0.1317365269461078,0,1,0,0
0.6875,0.41379310344827586,0.07142857142857142,0.13160635251236658,0,1,0,0
0.6875,0.27586206896551724,0.23809523809523808,0.13186670137984902,0,1,0,0
0.625,0.2988505747126437,0.23809523809523808,0.1317365269461078,0,1,0,0
0.71875,0.27586206896551724,0.40476190476190477,0.13186670137984902,0,1,0,0
0.71875,0.2873563218390805,0.30952380952380953,0.1317365269461078,0,1,0,0
0.71875,0.3103448275862069,0.19047619047619047,0.1317365269461078,0,1,0,0
0.78125,0.24137931034482757,0.30952380952380953,0.13147617807862536,0,1,0,0
0.71875,0.26436781609195403,0.23809523809523808,0.13147617807862536,0,1,0,0
0.75,0.27586206896551724,0.14285714285714285,0.13147617807862536,0,1,0,0
0.78125,0.25287356321839083,0.21428571428571427,0.13121582921114294,0,1,0,0
0.71875,0.22988505747126436,0.21428571428571427,0.13108565477740172,0,1,0,0
0.75,0.1839080459770115,0.14285714285714285,0.13108565477740172,0,1,0,0
0.75,0.20689655172413796,0.3333333333333333,0.13147617807862536,0,1,0,0
0.71875,0.37931034482758624,0.3333333333333333,0.13121582921114294,0,1,0,0
0.78125,0.14942528735632182,0.30952380952380953,0.1308253059099193,0,1,0,0
0.65625,0.1839080459770115,0.09523809523809523,0.13147617807862536,0,1,0,0
0.59375,0.1839080459770115,0.19047619047619047,0.13186670137984902,0,1,0,0
0.65625,0.09195402298850575,0.3333333333333333,0.13186670137984902,0,1,0,0
0.65625,0.06896551724137934,0.45238095238095233,0.13160635251236658,0,1,0,0
0.71875,0.04597701149425287,0.3571428571428571,0.13134600364488416,0,1,0,0
0.71875,0.14942528735632182,0.21428571428571427,0.13121582921114294,0,1,0,0
0.71875,0.1839080459770115,0.09523809523809523,0.13134600364488416,0,1,0,0
0.75,0.27586206896551724,0.023809523809523808,0.13108565477740172,0,1,0,0
0.78125,0.19540229885057475,0.11904761904761904,0.1308253059099193,0,1,0,0
0.78125,0.24137931034482757,0.047619047619047616,0.1309554803436605,0,1,0,0
0.8125,0.2873563218390805,0.11904761904761904,0.13108565477740172,0,1,0,0
0.875,0.16091954022988508,0.16666666666666666,0.1309554803436605,0,1,0,0
0.84375,0.12643678160919541,0.21428571428571427,0.13056495704243687,0,1,0,0
0.875,0.16091954022988508,0.11904761904761904,0.13030460817495446,0,1,0,0
0.875,0.2988505747126437,0.14285714285714285,0.13043478260869565,0,1,0,0
0.8125,0.3103448275862069,0.19047619047619047,0.1306951314761781,0,1,0,0
0.8125,0.16091954022988508,0.21428571428571427,0.1308253059099193,0,1,0,0
0.8125,0.16091954022988508,0.2857142857142857,0.13108565477740172,0,1,0,0
